Location,Latitude,Longitude,Date,Parameter,Sample Fraction,Value,Unit,Organization
Delaware River at Trenton,40.22032,-74.7777,2022-05-25,Phosphorus,Total,0.0291,mg/L,Delaware River Basin Commission
"Jacobs Creek at Bear Tavern Rd, NJ",40.307123,-74.833802,2022-05-25,Nitrate + Nitrite,Total,1.52,mg/L,Delaware River Basin Commission
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-06-02,"Total Phosphorus, mixed forms","Filtered, field",0.0829,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-04-20,Nitrate + Nitrite,"Filtered, field",0.557,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-06-13,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.336,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-05-18,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.187,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-06-13,"Total Phosphorus, mixed forms",Unfiltered,0.0434,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-06-27,Phosphorus,Total,0.0495,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-12-06,"Total Phosphorus, mixed forms",Unfiltered,0.0402,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-07-11,Nitrate + Nitrite,"Filtered, field",1.27,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-06-27,Nitrate + Nitrite,"Filtered, field",0.611,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-08-02,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.365,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Doctors Creek at Bordentown Road,40.17611,-74.67757,2022-06-01,Nitrate + Nitrite,Unfiltered,1.27,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-06-21,Nitrate + Nitrite,"Filtered, field",1.07,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-07-25,Nitrate + Nitrite,"Filtered, field",0.196,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-06-27,"Total Phosphorus, mixed forms","Filtered, field",0.0195,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River below Carnegie Lake and Heathcote Brook,40.3747018,-74.6196439,2022-08-24,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,1.05,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-07-19,Phosphorus,Total,0.0557,mg/L,Delaware River Basin Commission
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-12-01,"Total Phosphorus, mixed forms","Filtered, field",0.0805,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-05-13,"Total Phosphorus, mixed forms",Unfiltered,0.0835,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-10-13,Ammonia,"Filtered, field",0.0369,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Creek at Bull Run Rd,40.28584,-74.766265,2022-05-05,Nitrate + Nitrite,Unfiltered,0.808,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-07-13,Ammonia,"Filtered, field",0.039,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-08-24,Phosphorus,Total,0.0846,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-07-11,"Total Phosphorus, mixed forms",Unfiltered,0.028,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-06-02,Nitrate + Nitrite,"Filtered, field",1.0,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-06-02,Nitrate + Nitrite,"Filtered, field",0.308,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-07-13,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.488,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-10-13,"Total Phosphorus, mixed forms",Unfiltered,0.133,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-10-25,Phosphorus,Total,0.0556,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-05-18,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.256,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-06-02,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.331,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-06-13,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.341,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River below Carnegie Lake and Heathcote Brook,40.3747018,-74.6196439,2022-08-24,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.546,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-07-13,Nitrate + Nitrite,"Filtered, field",0.135,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-12-06,"Total Phosphorus, mixed forms","Filtered, field",0.0318,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-05-18,Ammonia,"Filtered, field",0.0552,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-12-14,"Total Phosphorus, mixed forms","Filtered, field",0.007,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-06-02,Ammonia,"Filtered, field",0.094,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-10-19,Ammonia,"Filtered, field",0.0428,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-12-20,Nitrate + Nitrite,Total,1.09,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-08-02,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.214,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-12-01,Nitrate + Nitrite,"Filtered, field",0.0602,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-09-01,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.209,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-08-23,"Total Phosphorus, mixed forms",Unfiltered,0.069,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-07-25,Ammonia,"Filtered, field",0.08,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-05-18,"Total Phosphorus, mixed forms",Unfiltered,0.0341,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-09-28,"Total Phosphorus, mixed forms",Unfiltered,0.0465,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-06-02,Ammonia,"Filtered, field",0.191,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-12-06,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.395,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-08-08,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.487,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-05-18,Nitrate + Nitrite,"Filtered, field",0.645,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-06-02,"Total Phosphorus, mixed forms",Unfiltered,0.125,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-11-30,Nitrate + Nitrite,Total,0.92,mg/L,Delaware River Basin Commission
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-09-01,"Total Phosphorus, mixed forms","Filtered, field",0.0239,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"ROCKY BROOK ON RT 33, HIGHTSTOWN",40.27029,-74.52274,2022-08-22,Escherichia coli,Total,48.1,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-12-06,Ammonia,"Filtered, field",0.0546,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-07-13,"Total Phosphorus, mixed forms",Unfiltered,0.0557,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-06-02,"Total Phosphorus, mixed forms",Unfiltered,0.114,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-10-13,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.466,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-09-01,"Total Phosphorus, mixed forms",Unfiltered,0.0369,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-07-13,Ammonia,"Filtered, field",0.109,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-06-02,"Total Phosphorus, mixed forms","Filtered, field",0.0587,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Doctors Creek at Bordentown Road,40.17611,-74.67757,2022-06-01,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.366,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-12-01,Ammonia,"Filtered, field",0.0444,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-05-12,Nitrate + Nitrite,"Filtered, field",0.0373,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-04-12,"Total Phosphorus, mixed forms","Filtered, field",0.0127,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-08-08,Nitrate + Nitrite,"Filtered, field",0.007,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-07-19,Nitrate + Nitrite,Total,1.09,mg/L,Delaware River Basin Commission
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-05-13,Ammonia,"Filtered, field",0.0519,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-12-01,"Total Phosphorus, mixed forms",Unfiltered,0.112,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-07-13,"Total Phosphorus, mixed forms","Filtered, field",0.109,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-12-14,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.454,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-10-19,"Total Phosphorus, mixed forms","Filtered, field",0.0114,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Jacobs Creek at Bear Tavern Rd, NJ",40.307123,-74.833802,2022-11-30,Phosphorus,Total,0.0655,mg/L,Delaware River Basin Commission
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-06-27,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.259,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-10-11,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.0916,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-12-14,Ammonia,"Filtered, field",0.206,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-04-12,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.327,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-08-22,Escherichia coli,Total,325.5,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
"Jacobs Creek at Bear Tavern Rd, NJ",40.307123,-74.833802,2022-09-27,Nitrate + Nitrite,Total,0.775,mg/L,Delaware River Basin Commission
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-04-11,"Total Phosphorus, mixed forms","Filtered, field",0.0173,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-05-16,Escherichia coli,Total,161.6,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-10-19,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.279,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-03-10,"Total Phosphorus, mixed forms","Filtered, field",0.0333,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-10-11,Nitrate + Nitrite,"Filtered, field",0.639,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"ROCKY BROOK ON RT 33, HIGHTSTOWN",40.27029,-74.52274,2022-09-14,Escherichia coli,Total,7.5,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-09-28,Ammonia,"Filtered, field",0.0996,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-10-13,Nitrate + Nitrite,"Filtered, field",1.89,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-12-20,Phosphorus,Total,0.0303,mg/L,Delaware River Basin Commission
"Jacobs Creek at Bear Tavern Rd, NJ",40.307123,-74.833802,2022-07-19,Phosphorus,Total,0.0582,mg/L,Delaware River Basin Commission
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-04-21,"Total Phosphorus, mixed forms",Unfiltered,0.0797,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-07-25,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.35,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-11-22,Ammonia,"Filtered, field",0.0471,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River below Carnegie Lake and Heathcote Brook,40.3747018,-74.6196439,2022-08-24,Orthophosphate,Unfiltered,0.00556,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-12-01,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.658,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-10-11,Ammonia,"Filtered, field",0.0597,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-07-13,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.366,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Jacobs Creek at Bear Tavern Rd, NJ",40.307123,-74.833802,2022-06-27,Phosphorus,Total,0.0571,mg/L,Delaware River Basin Commission
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-03-10,"Total Phosphorus, mixed forms",Unfiltered,0.0519,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-11-22,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.288,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-09-01,Nitrate + Nitrite,"Filtered, field",1.05,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-07-13,"Total Phosphorus, mixed forms",Unfiltered,0.13,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-09-07,Escherichia coli,Total,920.8,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-04-20,"Total Phosphorus, mixed forms",Unfiltered,0.0467,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Jacobs Creek at Bear Tavern Rd, NJ",40.307123,-74.833802,2022-10-25,Nitrate + Nitrite,Total,1.55,mg/L,Delaware River Basin Commission
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-06-02,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.575,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-05-12,Escherichia coli,Total,104.3,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-08-09,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.759,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-04-12,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.255,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-10-13,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.456,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-09-13,Ammonia,"Filtered, field",0.023,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-05-10,"Total Phosphorus, mixed forms","Filtered, field",0.0202,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River below Carnegie Lake and Heathcote Brook,40.3747018,-74.6196439,2022-08-24,Ammonia,"Filtered, field",0.155,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-04-12,"Total Phosphorus, mixed forms",Unfiltered,0.0587,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2022-08-24,Nitrate + Nitrite,Total,1.3,mg/L,Delaware River Basin Commission
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2022-03-10,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.703,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
